a : -317.0000, 0 -> 1
b : -986.0000, 0 -> 2
c : -420.0000, 0 -> 2
a : -331.0000, 1 -> 5
b : -661.0000, 1 -> 4
c : 234.0000, 1 -> 3
a : -457.0000, 2 -> 4
b : 69.0000, 2 -> 2
c : 958.0000, 2 -> 5
a : 920.0000, 3 -> 1
b : 867.0000, 3 -> 2
c : 161.0000, 3 -> 0
a : -989.0000, 4 -> 2
b : -771.0000, 4 -> 2
c : 779.0000, 4 -> 3
a : -86.0000, 5 -> 3
b : -862.0000, 5 -> 1
c : 975.0000, 5 -> 5
a : 513.0000, 0 -> 0
b : -676.0000, 1 -> 1
a : 790.0000, 2 -> 5
a : -714.0000, 3 -> 0
b : -815.0000, 4 -> 0
c : 772.0000, 5 -> 3
