a : 958.0000, 0 -> 0
b : -84.0000, 0 -> 0
c : -25.0000, 0 -> 3
d : 378.0000, 0 -> 5
a : -749.0000, 1 -> 0
b : 887.0000, 1 -> 2
c : 829.0000, 1 -> 1
d : 462.0000, 1 -> 1
a : 952.0000, 2 -> 4
b : 248.0000, 2 -> 4
c : -625.0000, 2 -> 1
d : 510.0000, 2 -> 2
a : 987.0000, 3 -> 3
b : 451.0000, 3 -> 4
c : 338.0000, 3 -> 3
d : -111.0000, 3 -> 1
a : 86.0000, 4 -> 4
b : 586.0000, 4 -> 4
c : -490.0000, 4 -> 2
d : 896.0000, 4 -> 3
a : -504.0000, 5 -> 1
b : -832.0000, 5 -> 4
c : 578.0000, 5 -> 5
d : 877.0000, 5 -> 4
b : 872.0000, 0 -> 3
a : -991.0000, 0 -> 1
b : 769.0000, 1 -> 1
d : 407.0000, 1 -> 3
a : 790.0000, 2 -> 5
a : -867.0000, 2 -> 1
c : 941.0000, 3 -> 0
d : -175.0000, 3 -> 4
c : 774.0000, 4 -> 1
c : 551.0000, 4 -> 4
b : -83.0000, 5 -> 2
a : -213.0000, 5 -> 5
