a : -598.0000, 0 -> 2
b : 913.0000, 0 -> 0
c : 313.0000, 0 -> 5
d : -94.0000, 0 -> 0
a : 697.0000, 1 -> 4
b : -569.0000, 1 -> 2
c : -468.0000, 1 -> 0
d : -700.0000, 1 -> 4
a : 742.0000, 2 -> 2
b : 583.0000, 2 -> 1
c : 842.0000, 2 -> 5
d : 260.0000, 2 -> 5
a : -892.0000, 3 -> 0
b : 854.0000, 3 -> 2
c : -853.0000, 3 -> 3
d : -871.0000, 3 -> 5
a : -7.0000, 4 -> 1
b : -250.0000, 4 -> 2
c : -166.0000, 4 -> 4
d : -399.0000, 4 -> 5
a : 732.0000, 5 -> 0
b : 334.0000, 5 -> 3
c : -342.0000, 5 -> 1
d : 183.0000, 5 -> 5
b : 606.0000, 0 -> 3
b : 265.0000, 0 -> 2
d : -76.0000, 1 -> 3
a : -282.0000, 1 -> 5
d : -484.0000, 2 -> 4
b : -947.0000, 2 -> 2
b : 260.0000, 3 -> 0
b : -719.0000, 3 -> 3
a : -556.0000, 4 -> 4
a : -379.0000, 4 -> 5
d : 439.0000, 5 -> 4
a : 942.0000, 5 -> 2
