a : 548.0000, 0 -> 5
b : 659.0000, 0 -> 5
c : 636.0000, 0 -> 0
a : 954.0000, 1 -> 2
b : -765.0000, 1 -> 1
c : -145.0000, 1 -> 0
a : 831.0000, 2 -> 3
b : 598.0000, 2 -> 0
c : -993.0000, 2 -> 2
a : 312.0000, 3 -> 2
b : 366.0000, 3 -> 2
c : 304.0000, 3 -> 1
a : -265.0000, 4 -> 1
b : 779.0000, 4 -> 5
c : 676.0000, 4 -> 1
a : 986.0000, 5 -> 5
b : -186.0000, 5 -> 4
c : 563.0000, 5 -> 2
c : 347.0000, 0 -> 5
a : 364.0000, 1 -> 3
b : -143.0000, 2 -> 1
b : 825.0000, 3 -> 5
c : -132.0000, 4 -> 4
c : 850.0000, 5 -> 1
