a : -817.0000, 0 -> 2
b : 961.0000, 0 -> 2
c : -82.0000, 0 -> 6
d : -869.0000, 0 -> 6
a : -64.0000, 1 -> 5
b : 921.0000, 1 -> 5
c : -258.0000, 1 -> 0
d : -640.0000, 1 -> 3
a : 114.0000, 2 -> 5
b : -948.0000, 2 -> 6
c : -630.0000, 2 -> 3
d : 438.0000, 2 -> 0
a : 35.0000, 3 -> 4
b : -205.0000, 3 -> 2
c : 805.0000, 3 -> 3
d : 287.0000, 3 -> 5
a : 343.0000, 4 -> 3
b : -512.0000, 4 -> 2
c : -409.0000, 4 -> 6
d : 387.0000, 4 -> 4
a : -35.0000, 5 -> 5
b : 538.0000, 5 -> 6
c : -238.0000, 5 -> 0
d : -668.0000, 5 -> 6
a : 626.0000, 6 -> 5
b : -724.0000, 6 -> 5
c : -106.0000, 6 -> 1
d : 229.0000, 6 -> 6
a : -363.0000, 0 -> 3
b : 684.0000, 0 -> 5
c : 961.0000, 1 -> 3
d : 331.0000, 1 -> 1
b : 98.0000, 2 -> 0
b : -737.0000, 2 -> 5
a : 280.0000, 3 -> 1
c : 747.0000, 3 -> 0
a : 76.0000, 4 -> 5
b : -248.0000, 4 -> 6
b : -213.0000, 5 -> 1
d : -905.0000, 5 -> 0
d : 696.0000, 6 -> 5
b : -783.0000, 6 -> 3
