a : -981.0000, 0 -> 5
b : 476.0000, 0 -> 3
c : 159.0000, 0 -> 2
a : 957.0000, 1 -> 3
b : 357.0000, 1 -> 6
c : 978.0000, 1 -> 4
a : -17.0000, 2 -> 4
b : -609.0000, 2 -> 0
c : 377.0000, 2 -> 3
a : 314.0000, 3 -> 2
b : 703.0000, 3 -> 1
c : -76.0000, 3 -> 2
a : -18.0000, 4 -> 1
b : 510.0000, 4 -> 3
c : 157.0000, 4 -> 2
a : -193.0000, 5 -> 6
b : -413.0000, 5 -> 2
c : -528.0000, 5 -> 0
a : 758.0000, 6 -> 1
b : 394.0000, 6 -> 5
c : -620.0000, 6 -> 4
c : -8.0000, 0 -> 5
b : -301.0000, 1 -> 1
a : -705.0000, 2 -> 3
a : -855.0000, 3 -> 4
b : -483.0000, 4 -> 1
b : -255.0000, 5 -> 3
a : 756.0000, 6 -> 2
