a : 578.0000, 0 -> 2
b : 155.0000, 0 -> 0
c : 544.0000, 0 -> 2
a : -643.0000, 1 -> 0
b : -935.0000, 1 -> 1
c : -657.0000, 1 -> 3
a : 746.0000, 2 -> 5
b : -599.0000, 2 -> 4
c : 642.0000, 2 -> 0
a : 761.0000, 3 -> 0
b : -497.0000, 3 -> 1
c : -198.0000, 3 -> 1
a : -820.0000, 4 -> 3
b : 378.0000, 4 -> 0
c : -921.0000, 4 -> 4
a : -975.0000, 5 -> 4
b : 390.0000, 5 -> 4
c : 878.0000, 5 -> 4
a : -426.0000, 0 -> 4
b : 866.0000, 1 -> 4
b : 666.0000, 2 -> 5
b : -126.0000, 3 -> 0
b : -648.0000, 4 -> 4
b : 623.0000, 5 -> 1
