a : 778.0000, 0 -> 1
b : 146.0000, 0 -> 5
c : -762.0000, 0 -> 5
a : -881.0000, 1 -> 1
b : -878.0000, 1 -> 3
c : -632.0000, 1 -> 6
a : -108.0000, 2 -> 1
b : -165.0000, 2 -> 5
c : 707.0000, 2 -> 3
a : -149.0000, 3 -> 1
b : -140.0000, 3 -> 6
c : -694.0000, 3 -> 2
a : -315.0000, 4 -> 5
b : -568.0000, 4 -> 1
c : -679.0000, 4 -> 6
a : 619.0000, 5 -> 0
b : -166.0000, 5 -> 4
c : 176.0000, 5 -> 6
a : -174.0000, 6 -> 5
b : 518.0000, 6 -> 5
c : 185.0000, 6 -> 5
b : -104.0000, 0 -> 2
c : 676.0000, 1 -> 0
b : 320.0000, 2 -> 6
b : -877.0000, 3 -> 3
b : -58.0000, 4 -> 2
b : -401.0000, 5 -> 6
b : -939.0000, 6 -> 6
