a : -279.0000, 0 -> 2
b : 654.0000, 0 -> 4
c : 661.0000, 0 -> 1
a : 312.0000, 1 -> 4
b : -353.0000, 1 -> 0
c : -772.0000, 1 -> 3
a : 308.0000, 2 -> 1
b : 952.0000, 2 -> 1
c : 139.0000, 2 -> 4
a : -258.0000, 3 -> 2
b : -201.0000, 3 -> 3
c : -558.0000, 3 -> 2
a : -64.0000, 4 -> 2
b : 986.0000, 4 -> 3
c : -163.0000, 4 -> 0
a : 553.0000, 5 -> 2
b : -550.0000, 5 -> 4
c : -506.0000, 5 -> 0
b : -562.0000, 0 -> 3
c : 845.0000, 1 -> 2
c : -64.0000, 2 -> 3
b : -985.0000, 3 -> 2
c : 557.0000, 4 -> 1
b : -897.0000, 5 -> 0
a : -147.0000, 0 -> 5
