a : -847.0000, 0 -> 4
b : -451.0000, 0 -> 4
c : -713.0000, 0 -> 2
d : 736.0000, 0 -> 6
a : 17.0000, 1 -> 5
b : 330.0000, 1 -> 1
c : 724.0000, 1 -> 5
d : 493.0000, 1 -> 2
a : -819.0000, 2 -> 5
b : -773.0000, 2 -> 0
c : 130.0000, 2 -> 3
d : -292.0000, 2 -> 4
a : -178.0000, 3 -> 1
b : -710.0000, 3 -> 2
c : -417.0000, 3 -> 5
d : -728.0000, 3 -> 2
a : 970.0000, 4 -> 6
b : -65.0000, 4 -> 0
c : -148.0000, 4 -> 5
d : 498.0000, 4 -> 6
a : 219.0000, 5 -> 5
b : 625.0000, 5 -> 3
c : 963.0000, 5 -> 2
d : -613.0000, 5 -> 0
a : -942.0000, 6 -> 1
b : 45.0000, 6 -> 1
c : 917.0000, 6 -> 1
d : 824.0000, 6 -> 0
a : 727.0000, 0 -> 3
c : -35.0000, 0 -> 0
d : 454.0000, 1 -> 5
a : 41.0000, 1 -> 1
a : 462.0000, 2 -> 1
a : 470.0000, 2 -> 4
c : -719.0000, 3 -> 2
d : 178.0000, 3 -> 6
d : 298.0000, 4 -> 2
c : -428.0000, 4 -> 0
b : 27.0000, 5 -> 5
c : -695.0000, 5 -> 0
b : -647.0000, 6 -> 5
d : 8.0000, 6 -> 5
