a : -640.0000, 0 -> 5
b : 728.0000, 0 -> 6
c : -335.0000, 0 -> 1
a : -934.0000, 1 -> 2
b : -86.0000, 1 -> 3
c : -766.0000, 1 -> 0
a : -556.0000, 2 -> 0
b : -316.0000, 2 -> 1
c : -986.0000, 2 -> 0
a : 140.0000, 3 -> 3
b : 959.0000, 3 -> 2
c : -422.0000, 3 -> 2
a : -197.0000, 4 -> 6
b : -813.0000, 4 -> 3
c : -627.0000, 4 -> 2
a : 259.0000, 5 -> 3
b : -3.0000, 5 -> 3
c : 0.0000, 5 -> 0
a : -928.0000, 6 -> 4
b : 950.0000, 6 -> 4
c : 544.0000, 6 -> 0
b : 152.0000, 0 -> 4
c : 695.0000, 1 -> 1
a : 323.0000, 2 -> 2
b : 257.0000, 3 -> 1
a : -549.0000, 4 -> 5
b : -362.0000, 5 -> 6
b : -663.0000, 6 -> 6
