a : 302.0000, 0 -> 7
b : -69.0000, 0 -> 2
c : 247.0000, 0 -> 3
a : 464.0000, 1 -> 5
b : -374.0000, 1 -> 2
c : -346.0000, 1 -> 3
a : -312.0000, 2 -> 7
b : -48.0000, 2 -> 3
c : 595.0000, 2 -> 7
a : -371.0000, 3 -> 2
b : -785.0000, 3 -> 2
c : -994.0000, 3 -> 2
a : -103.0000, 4 -> 3
b : -620.0000, 4 -> 5
c : 836.0000, 4 -> 7
a : 321.0000, 5 -> 3
b : -662.0000, 5 -> 6
c : 970.0000, 5 -> 3
a : -563.0000, 6 -> 7
b : 757.0000, 6 -> 6
c : 549.0000, 6 -> 1
a : 748.0000, 7 -> 6
b : -9.0000, 7 -> 0
c : 164.0000, 7 -> 1
c : -980.0000, 0 -> 7
b : 251.0000, 1 -> 7
c : 318.0000, 2 -> 6
a : 607.0000, 3 -> 6
c : -276.0000, 4 -> 4
b : -28.0000, 5 -> 1
c : -62.0000, 6 -> 7
a : 828.0000, 7 -> 4
