a : 679.0000, 0 -> 2
b : 569.0000, 0 -> 0
c : 107.0000, 0 -> 5
d : 97.0000, 0 -> 5
a : -616.0000, 1 -> 1
b : -313.0000, 1 -> 0
c : -600.0000, 1 -> 4
d : 690.0000, 1 -> 4
a : -815.0000, 2 -> 6
b : -423.0000, 2 -> 1
c : -681.0000, 2 -> 0
d : -501.0000, 2 -> 6
a : 883.0000, 3 -> 4
b : 111.0000, 3 -> 6
c : 13.0000, 3 -> 6
d : 869.0000, 3 -> 2
a : -243.0000, 4 -> 1
b : 250.0000, 4 -> 0
c : -507.0000, 4 -> 6
d : 798.0000, 4 -> 7
a : 326.0000, 5 -> 5
b : 90.0000, 5 -> 1
c : 969.0000, 5 -> 2
d : 664.0000, 5 -> 3
a : -29.0000, 6 -> 4
b : -790.0000, 6 -> 1
c : 358.0000, 6 -> 3
d : 254.0000, 6 -> 7
a : 626.0000, 7 -> 6
b : 183.0000, 7 -> 7
c : 832.0000, 7 -> 3
d : -991.0000, 7 -> 5
a : -227.0000, 0 -> 4
a : 161.0000, 0 -> 6
c : 967.0000, 1 -> 1
d : 804.0000, 1 -> 2
a : 687.0000, 2 -> 5
b : 0.0000, 2 -> 7
c : -503.0000, 3 -> 3
d : 104.0000, 3 -> 1
b : 662.0000, 4 -> 4
b : -206.0000, 4 -> 5
c : 219.0000, 5 -> 1
d : -257.0000, 5 -> 1
d : -480.0000, 6 -> 1
a : 428.0000, 6 -> 1
b : 623.0000, 7 -> 1
b : 507.0000, 7 -> 3
