a : -842.0000, 0 -> 3
b : 582.0000, 0 -> 4
c : 893.0000, 0 -> 2
d : 361.0000, 0 -> 3
a : 934.0000, 1 -> 1
b : -401.0000, 1 -> 4
c : -868.0000, 1 -> 4
d : 94.0000, 1 -> 2
a : 582.0000, 2 -> 3
b : 409.0000, 2 -> 3
c : 899.0000, 2 -> 3
d : -185.0000, 2 -> 1
a : -440.0000, 3 -> 2
b : 850.0000, 3 -> 5
c : 36.0000, 3 -> 5
d : 390.0000, 3 -> 2
a : 712.0000, 4 -> 5
b : -570.0000, 4 -> 4
c : -866.0000, 4 -> 3
d : 278.0000, 4 -> 4
a : -701.0000, 5 -> 1
b : -495.0000, 5 -> 3
c : 267.0000, 5 -> 1
d : -98.0000, 5 -> 2
c : 885.0000, 0 -> 3
a : 741.0000, 0 -> 1
a : -691.0000, 1 -> 5
c : 313.0000, 1 -> 2
a : -730.0000, 2 -> 2
b : 210.0000, 2 -> 4
c : 539.0000, 3 -> 0
a : -861.0000, 3 -> 0
a : -284.0000, 4 -> 3
c : 31.0000, 4 -> 5
c : -832.0000, 5 -> 2
d : -602.0000, 5 -> 1
