a : 218.0000, 0 -> 5
b : -440.0000, 0 -> 5
c : 206.0000, 0 -> 0
d : 766.0000, 0 -> 0
a : 57.0000, 1 -> 1
b : -354.0000, 1 -> 5
c : 388.0000, 1 -> 6
d : 555.0000, 1 -> 3
a : 983.0000, 2 -> 6
b : -516.0000, 2 -> 0
c : -533.0000, 2 -> 0
d : -576.0000, 2 -> 2
a : -705.0000, 3 -> 3
b : 102.0000, 3 -> 4
c : 685.0000, 3 -> 2
d : -308.0000, 3 -> 3
a : 220.0000, 4 -> 5
b : 829.0000, 4 -> 3
c : -624.0000, 4 -> 0
d : 287.0000, 4 -> 4
a : 478.0000, 5 -> 6
b : 412.0000, 5 -> 6
c : -855.0000, 5 -> 5
d : 670.0000, 5 -> 3
a : 479.0000, 6 -> 0
b : 119.0000, 6 -> 2
c : 209.0000, 6 -> 1
d : 772.0000, 6 -> 4
a : -787.0000, 0 -> 2
a : -720.0000, 0 -> 3
d : 765.0000, 1 -> 4
c : -18.0000, 1 -> 3
a : 754.0000, 2 -> 1
a : -392.0000, 2 -> 4
b : 386.0000, 3 -> 1
c : 943.0000, 3 -> 6
a : 250.0000, 4 -> 3
c : 796.0000, 4 -> 3
a : -671.0000, 5 -> 4
c : 78.0000, 5 -> 2
a : 618.0000, 6 -> 6
d : 199.0000, 6 -> 6
