a : 709.0000, 0 -> 2
b : 614.0000, 0 -> 1
c : -102.0000, 0 -> 5
a : -44.0000, 1 -> 0
b : 494.0000, 1 -> 0
c : -189.0000, 1 -> 3
a : -107.0000, 2 -> 5
b : 333.0000, 2 -> 0
c : -568.0000, 2 -> 5
a : 688.0000, 3 -> 2
b : -922.0000, 3 -> 5
c : -766.0000, 3 -> 4
a : -614.0000, 4 -> 2
b : 23.0000, 4 -> 4
c : -491.0000, 4 -> 0
a : -16.0000, 5 -> 3
b : 755.0000, 5 -> 1
c : -945.0000, 5 -> 1
a : 665.0000, 0 -> 1
a : -80.0000, 1 -> 5
b : -42.0000, 2 -> 1
c : 716.0000, 3 -> 0
a : 131.0000, 4 -> 4
a : 754.0000, 5 -> 4
