a : 618.0000, 0 -> 3
b : 468.0000, 0 -> 3
c : -697.0000, 0 -> 2
d : 68.0000, 0 -> 3
a : -857.0000, 1 -> 2
b : -430.0000, 1 -> 2
c : 777.0000, 1 -> 3
d : -403.0000, 1 -> 3
a : -645.0000, 2 -> 1
b : 681.0000, 2 -> 3
c : -18.0000, 2 -> 2
d : -146.0000, 2 -> 2
a : -595.0000, 3 -> 3
b : -289.0000, 3 -> 3
c : -589.0000, 3 -> 3
d : -917.0000, 3 -> 2
c : -310.0000, 0 -> 3
a : -158.0000, 0 -> 2
d : 195.0000, 1 -> 2
c : -230.0000, 1 -> 1
d : -115.0000, 2 -> 1
a : -661.0000, 2 -> 3
a : 113.0000, 3 -> 2
c : -88.0000, 3 -> 0
