a : 665.0000, 0 -> 4
b : -43.0000, 0 -> 1
c : 445.0000, 0 -> 0
d : -114.0000, 0 -> 1
a : 30.0000, 1 -> 4
b : -685.0000, 1 -> 3
c : 754.0000, 1 -> 2
d : 60.0000, 1 -> 0
a : -359.0000, 2 -> 4
b : -345.0000, 2 -> 4
c : -561.0000, 2 -> 3
d : -239.0000, 2 -> 0
a : -912.0000, 3 -> 2
b : -921.0000, 3 -> 3
c : 411.0000, 3 -> 3
d : 566.0000, 3 -> 5
a : -418.0000, 4 -> 1
b : 960.0000, 4 -> 0
c : -662.0000, 4 -> 0
d : -205.0000, 4 -> 4
a : -752.0000, 5 -> 1
b : 667.0000, 5 -> 5
c : 725.0000, 5 -> 4
d : 403.0000, 5 -> 5
b : 612.0000, 0 -> 3
d : 926.0000, 0 -> 4
d : 786.0000, 1 -> 2
b : 240.0000, 1 -> 0
d : 6.0000, 2 -> 5
c : -294.0000, 2 -> 2
c : 510.0000, 3 -> 2
d : -321.0000, 3 -> 1
c : 36.0000, 4 -> 2
c : 385.0000, 4 -> 4
d : 633.0000, 5 -> 2
c : 242.0000, 5 -> 0
