a : 292.0000, 0 -> 6
b : 464.0000, 0 -> 4
c : -930.0000, 0 -> 5
d : -436.0000, 0 -> 3
a : 839.0000, 1 -> 5
b : -627.0000, 1 -> 1
c : 1000.0000, 1 -> 1
d : -730.0000, 1 -> 3
a : -249.0000, 2 -> 2
b : 541.0000, 2 -> 5
c : -875.0000, 2 -> 5
d : -102.0000, 2 -> 4
a : -917.0000, 3 -> 2
b : -389.0000, 3 -> 2
c : 256.0000, 3 -> 0
d : -681.0000, 3 -> 4
a : 671.0000, 4 -> 5
b : -490.0000, 4 -> 4
c : -347.0000, 4 -> 0
d : 60.0000, 4 -> 6
a : -390.0000, 5 -> 1
b : -46.0000, 5 -> 4
c : 622.0000, 5 -> 4
d : -662.0000, 5 -> 3
a : 312.0000, 6 -> 6
b : -590.0000, 6 -> 3
c : 288.0000, 6 -> 2
d : -950.0000, 6 -> 0
b : 720.0000, 0 -> 6
d : 850.0000, 0 -> 6
b : 721.0000, 1 -> 5
a : 290.0000, 1 -> 1
a : -962.0000, 2 -> 4
b : 71.0000, 2 -> 2
d : -879.0000, 3 -> 5
d : 351.0000, 3 -> 0
c : 835.0000, 4 -> 3
d : 214.0000, 4 -> 5
b : -970.0000, 5 -> 6
a : -252.0000, 5 -> 5
b : 432.0000, 6 -> 6
a : 887.0000, 6 -> 2
