a : -74.0000, 0 -> 2
b : -828.0000, 0 -> 6
c : 976.0000, 0 -> 1
a : -570.0000, 1 -> 0
b : -483.0000, 1 -> 7
c : -676.0000, 1 -> 3
a : -358.0000, 2 -> 5
b : 669.0000, 2 -> 6
c : -456.0000, 2 -> 7
a : 525.0000, 3 -> 5
b : -391.0000, 3 -> 4
c : 46.0000, 3 -> 0
a : 460.0000, 4 -> 5
b : 989.0000, 4 -> 4
c : 527.0000, 4 -> 5
a : -373.0000, 5 -> 2
b : 325.0000, 5 -> 6
c : -331.0000, 5 -> 2
a : 777.0000, 6 -> 4
b : 785.0000, 6 -> 6
c : 209.0000, 6 -> 4
a : 702.0000, 7 -> 0
b : -232.0000, 7 -> 5
c : -619.0000, 7 -> 7
b : 70.0000, 0 -> 0
c : 909.0000, 1 -> 2
b : 717.0000, 2 -> 4
c : 91.0000, 3 -> 5
a : 480.0000, 4 -> 4
c : 821.0000, 5 -> 6
c : 407.0000, 6 -> 1
b : 122.0000, 7 -> 3
