a : 157.0000, 0 -> 7
b : -405.0000, 0 -> 1
a : 839.0000, 1 -> 1
b : -751.0000, 1 -> 5
a : -445.0000, 2 -> 5
b : -390.0000, 2 -> 0
a : 30.0000, 3 -> 5
b : -454.0000, 3 -> 2
a : -461.0000, 4 -> 6
b : 151.0000, 4 -> 3
a : -855.0000, 5 -> 0
b : -774.0000, 5 -> 3
a : 862.0000, 6 -> 1
b : 152.0000, 6 -> 2
a : -361.0000, 7 -> 2
b : -70.0000, 7 -> 6
b : -388.0000, 0 -> 3
a : -424.0000, 1 -> 3
a : 977.0000, 2 -> 2
b : 992.0000, 3 -> 4
b : -277.0000, 4 -> 1
b : -917.0000, 5 -> 6
b : -302.0000, 6 -> 7
a : -768.0000, 7 -> 4
