a : 365.0000, 0 -> 3
b : 179.0000, 0 -> 2
c : -355.0000, 0 -> 1
d : -97.0000, 0 -> 2
a : -149.0000, 1 -> 0
b : 242.0000, 1 -> 0
c : 112.0000, 1 -> 2
d : -650.0000, 1 -> 0
a : -848.0000, 2 -> 3
b : -761.0000, 2 -> 1
c : 954.0000, 2 -> 0
d : -72.0000, 2 -> 1
a : -702.0000, 3 -> 3
b : -764.0000, 3 -> 1
c : 630.0000, 3 -> 2
d : 311.0000, 3 -> 2
c : -164.0000, 0 -> 3
d : -686.0000, 0 -> 1
a : -749.0000, 1 -> 3
a : 98.0000, 1 -> 2
b : -734.0000, 2 -> 0
a : -791.0000, 2 -> 0
c : -158.0000, 3 -> 3
b : 225.0000, 3 -> 2
