a : -501.0000, 0 -> 2
b : 501.0000, 0 -> 1
c : -13.0000, 0 -> 2
d : 833.0000, 0 -> 6
a : -255.0000, 1 -> 1
b : 39.0000, 1 -> 1
c : 686.0000, 1 -> 4
d : 716.0000, 1 -> 5
a : 881.0000, 2 -> 4
b : 488.0000, 2 -> 5
c : -869.0000, 2 -> 4
d : 919.0000, 2 -> 5
a : -109.0000, 3 -> 2
b : -427.0000, 3 -> 4
c : -710.0000, 3 -> 4
d : -784.0000, 3 -> 4
a : -214.0000, 4 -> 3
b : -727.0000, 4 -> 5
c : -343.0000, 4 -> 5
d : -569.0000, 4 -> 5
a : 806.0000, 5 -> 7
b : 570.0000, 5 -> 6
c : 911.0000, 5 -> 0
d : 593.0000, 5 -> 5
a : 291.0000, 6 -> 1
b : 543.0000, 6 -> 5
c : 79.0000, 6 -> 7
d : -31.0000, 6 -> 5
a : 333.0000, 7 -> 1
b : 977.0000, 7 -> 2
c : -366.0000, 7 -> 0
d : -911.0000, 7 -> 2
d : 648.0000, 0 -> 7
d : -545.0000, 0 -> 5
a : 659.0000, 1 -> 2
a : 120.0000, 1 -> 6
b : 917.0000, 2 -> 3
d : 445.0000, 2 -> 0
a : 233.0000, 3 -> 0
d : 667.0000, 3 -> 0
b : -612.0000, 4 -> 4
d : -305.0000, 4 -> 0
b : -653.0000, 5 -> 5
c : -359.0000, 5 -> 1
b : 301.0000, 6 -> 3
b : 786.0000, 6 -> 0
c : -588.0000, 7 -> 3
d : -878.0000, 7 -> 0
