a : 103.0000, 0 -> 1
b : -453.0000, 0 -> 2
c : 221.0000, 0 -> 2
d : -538.0000, 0 -> 3
a : 830.0000, 1 -> 1
b : 811.0000, 1 -> 0
c : 517.0000, 1 -> 2
d : -691.0000, 1 -> 2
a : -519.0000, 2 -> 0
b : -533.0000, 2 -> 2
c : 199.0000, 2 -> 1
d : -639.0000, 2 -> 1
a : 24.0000, 3 -> 2
b : -530.0000, 3 -> 3
c : -160.0000, 3 -> 3
d : 537.0000, 3 -> 2
d : -18.0000, 0 -> 1
b : 830.0000, 0 -> 3
a : -567.0000, 1 -> 0
a : 498.0000, 1 -> 3
d : 959.0000, 2 -> 3
a : -281.0000, 2 -> 2
a : 324.0000, 3 -> 0
d : 488.0000, 3 -> 1
