a : -355.0000, 0 -> 3
b : -402.0000, 0 -> 1
c : -119.0000, 0 -> 3
a : 763.0000, 1 -> 4
b : -507.0000, 1 -> 4
c : 24.0000, 1 -> 2
a : -404.0000, 2 -> 3
b : -259.0000, 2 -> 1
c : 239.0000, 2 -> 7
a : -571.0000, 3 -> 7
b : -944.0000, 3 -> 7
c : -819.0000, 3 -> 3
a : -884.0000, 4 -> 2
b : -133.0000, 4 -> 7
c : 445.0000, 4 -> 5
a : 349.0000, 5 -> 1
b : 76.0000, 5 -> 5
c : -716.0000, 5 -> 1
a : 571.0000, 6 -> 3
b : 78.0000, 6 -> 5
c : 280.0000, 6 -> 6
a : -757.0000, 7 -> 4
b : -509.0000, 7 -> 7
c : -230.0000, 7 -> 6
a : -693.0000, 0 -> 6
c : 845.0000, 1 -> 4
a : -76.0000, 2 -> 6
b : -502.0000, 3 -> 6
a : 175.0000, 4 -> 4
a : -983.0000, 5 -> 5
a : 96.0000, 6 -> 7
b : -517.0000, 7 -> 6
