a : -915.0000, 0 -> 5
b : -1000.0000, 0 -> 0
c : -105.0000, 0 -> 2
d : 929.0000, 0 -> 4
a : 747.0000, 1 -> 2
b : 584.0000, 1 -> 4
c : -270.0000, 1 -> 2
d : -616.0000, 1 -> 0
a : 987.0000, 2 -> 2
b : 655.0000, 2 -> 6
c : -709.0000, 2 -> 4
d : -776.0000, 2 -> 4
a : 442.0000, 3 -> 3
b : 465.0000, 3 -> 3
c : -467.0000, 3 -> 6
d : 461.0000, 3 -> 0
a : -334.0000, 4 -> 5
b : -838.0000, 4 -> 0
c : -728.0000, 4 -> 1
d : 564.0000, 4 -> 1
a : -293.0000, 5 -> 1
b : -256.0000, 5 -> 5
c : 946.0000, 5 -> 2
d : -846.0000, 5 -> 0
a : 837.0000, 6 -> 0
b : 520.0000, 6 -> 6
c : -805.0000, 6 -> 5
d : 190.0000, 6 -> 0
c : 961.0000, 0 -> 3
c : -722.0000, 0 -> 4
c : -806.0000, 1 -> 3
a : -849.0000, 1 -> 4
c : 827.0000, 2 -> 5
d : 24.0000, 2 -> 0
d : 197.0000, 3 -> 4
a : 204.0000, 3 -> 1
b : -958.0000, 4 -> 2
b : 406.0000, 4 -> 6
d : 813.0000, 5 -> 1
d : 929.0000, 5 -> 3
d : -651.0000, 6 -> 6
c : -934.0000, 6 -> 1
