a : 666.0000, 0 -> 5
b : 937.0000, 0 -> 7
a : 359.0000, 1 -> 1
b : -22.0000, 1 -> 6
a : 781.0000, 2 -> 3
b : 8.0000, 2 -> 5
a : 619.0000, 3 -> 1
b : 443.0000, 3 -> 1
a : 938.0000, 4 -> 4
b : 597.0000, 4 -> 2
a : 542.0000, 5 -> 6
b : 509.0000, 5 -> 2
a : -456.0000, 6 -> 6
b : 911.0000, 6 -> 5
a : -86.0000, 7 -> 2
b : 204.0000, 7 -> 0
b : 372.0000, 0 -> 3
b : 246.0000, 1 -> 1
a : -589.0000, 2 -> 0
a : -562.0000, 3 -> 7
b : -627.0000, 4 -> 3
a : 841.0000, 5 -> 3
b : 670.0000, 6 -> 0
a : -524.0000, 7 -> 5
a : 464.0000, 1 -> 4
