a : -521.0000, 0 -> 7
b : 911.0000, 0 -> 1
c : 201.0000, 0 -> 7
a : 220.0000, 1 -> 4
b : 780.0000, 1 -> 7
c : 592.0000, 1 -> 1
a : 999.0000, 2 -> 0
b : 466.0000, 2 -> 7
c : 129.0000, 2 -> 3
a : 11.0000, 3 -> 7
b : 374.0000, 3 -> 2
c : -296.0000, 3 -> 0
a : -337.0000, 4 -> 4
b : 6.0000, 4 -> 4
c : 308.0000, 4 -> 0
a : 246.0000, 5 -> 1
b : 879.0000, 5 -> 2
c : 245.0000, 5 -> 2
a : -65.0000, 6 -> 5
b : -67.0000, 6 -> 2
c : 99.0000, 6 -> 4
a : -437.0000, 7 -> 2
b : 714.0000, 7 -> 5
c : -308.0000, 7 -> 0
a : 347.0000, 0 -> 3
a : -75.0000, 1 -> 3
c : -490.0000, 2 -> 5
a : -369.0000, 3 -> 2
a : 169.0000, 4 -> 7
c : 397.0000, 5 -> 1
a : 895.0000, 6 -> 6
a : 634.0000, 7 -> 3
b : -214.0000, 3 -> 6
