a : -20.0000, 0 -> 2
b : 717.0000, 0 -> 4
c : -615.0000, 0 -> 4
d : -188.0000, 0 -> 4
a : -76.0000, 1 -> 4
b : -409.0000, 1 -> 7
c : -517.0000, 1 -> 2
d : -975.0000, 1 -> 2
a : -154.0000, 2 -> 1
b : 449.0000, 2 -> 5
c : 422.0000, 2 -> 7
d : -488.0000, 2 -> 2
a : 656.0000, 3 -> 5
b : -263.0000, 3 -> 5
c : -961.0000, 3 -> 0
d : 201.0000, 3 -> 5
a : 364.0000, 4 -> 6
b : -630.0000, 4 -> 3
c : 833.0000, 4 -> 1
d : 937.0000, 4 -> 2
a : 436.0000, 5 -> 3
b : -490.0000, 5 -> 6
c : 136.0000, 5 -> 5
d : 63.0000, 5 -> 1
a : 140.0000, 6 -> 3
b : -211.0000, 6 -> 4
c : 519.0000, 6 -> 1
d : 666.0000, 6 -> 2
a : -403.0000, 7 -> 5
b : 601.0000, 7 -> 1
c : -322.0000, 7 -> 5
d : 705.0000, 7 -> 3
c : 41.0000, 0 -> 7
b : -607.0000, 0 -> 3
c : -435.0000, 1 -> 6
b : -631.0000, 1 -> 5
a : 328.0000, 2 -> 2
b : -515.0000, 2 -> 4
a : -883.0000, 3 -> 7
c : 684.0000, 3 -> 3
d : 921.0000, 4 -> 0
b : -363.0000, 4 -> 1
a : 255.0000, 5 -> 5
d : -177.0000, 5 -> 3
b : 448.0000, 6 -> 3
d : 40.0000, 6 -> 4
c : -772.0000, 7 -> 3
c : -367.0000, 7 -> 4
