a : -965.0000, 0 -> 0
b : -122.0000, 0 -> 2
c : -627.0000, 0 -> 5
a : 810.0000, 1 -> 4
b : 253.0000, 1 -> 0
c : 562.0000, 1 -> 4
a : 662.0000, 2 -> 0
b : 97.0000, 2 -> 0
c : 590.0000, 2 -> 5
a : 292.0000, 3 -> 0
b : -851.0000, 3 -> 0
c : 1.0000, 3 -> 2
a : 405.0000, 4 -> 3
b : 465.0000, 4 -> 5
c : -902.0000, 4 -> 4
a : -439.0000, 5 -> 5
b : -72.0000, 5 -> 0
c : 867.0000, 5 -> 2
a : -412.0000, 0 -> 5
c : 764.0000, 1 -> 0
b : 193.0000, 2 -> 3
b : -101.0000, 3 -> 5
c : -600.0000, 4 -> 3
a : -906.0000, 5 -> 2
c : 915.0000, 3 -> 1
