a : -234.0000, 0 -> 2
b : -859.0000, 0 -> 2
c : 910.0000, 0 -> 1
d : -227.0000, 0 -> 4
a : 390.0000, 1 -> 0
b : 34.0000, 1 -> 2
c : -738.0000, 1 -> 1
d : 341.0000, 1 -> 3
a : 835.0000, 2 -> 3
b : 455.0000, 2 -> 0
c : 527.0000, 2 -> 4
d : -790.0000, 2 -> 2
a : -621.0000, 3 -> 4
b : 661.0000, 3 -> 1
c : -552.0000, 3 -> 2
d : -782.0000, 3 -> 1
a : -943.0000, 4 -> 1
b : 348.0000, 4 -> 2
c : 112.0000, 4 -> 0
d : -885.0000, 4 -> 0
d : 798.0000, 0 -> 0
c : 250.0000, 0 -> 3
a : 511.0000, 1 -> 4
a : 868.0000, 1 -> 3
d : -941.0000, 2 -> 3
b : -774.0000, 2 -> 1
a : 960.0000, 3 -> 0
d : -33.0000, 3 -> 3
a : 635.0000, 4 -> 2
a : 670.0000, 4 -> 3
