a : 413.0000, 0 -> 1
b : 672.0000, 0 -> 2
c : -985.0000, 0 -> 0
d : -949.0000, 0 -> 4
a : -634.0000, 1 -> 2
b : -8.0000, 1 -> 0
c : 487.0000, 1 -> 2
d : -194.0000, 1 -> 4
a : 264.0000, 2 -> 2
b : -495.0000, 2 -> 4
c : -525.0000, 2 -> 3
d : -345.0000, 2 -> 0
a : 197.0000, 3 -> 3
b : 884.0000, 3 -> 0
c : -493.0000, 3 -> 2
d : -815.0000, 3 -> 0
a : -340.0000, 4 -> 1
b : -370.0000, 4 -> 0
c : -306.0000, 4 -> 3
d : -913.0000, 4 -> 2
a : -855.0000, 0 -> 4
a : 202.0000, 0 -> 0
d : -848.0000, 1 -> 2
a : 798.0000, 1 -> 0
c : -447.0000, 2 -> 0
a : 557.0000, 2 -> 0
c : 939.0000, 3 -> 0
c : 338.0000, 3 -> 4
d : 630.0000, 4 -> 0
a : -106.0000, 4 -> 4
