a : -235.0000, 0 -> 0
b : -463.0000, 0 -> 5
c : 301.0000, 0 -> 2
a : -678.0000, 1 -> 3
b : -216.0000, 1 -> 0
c : -823.0000, 1 -> 1
a : -733.0000, 2 -> 2
b : -424.0000, 2 -> 1
c : 1000.0000, 2 -> 4
a : -232.0000, 3 -> 3
b : 826.0000, 3 -> 2
c : 749.0000, 3 -> 3
a : -872.0000, 4 -> 4
b : 223.0000, 4 -> 5
c : 473.0000, 4 -> 2
a : 386.0000, 5 -> 0
b : 609.0000, 5 -> 5
c : 338.0000, 5 -> 5
b : -565.0000, 0 -> 4
c : 206.0000, 1 -> 4
c : 525.0000, 2 -> 0
c : 930.0000, 3 -> 2
c : 980.0000, 4 -> 3
b : -617.0000, 5 -> 2
