a : 240.0000, 0 -> 2
b : 752.0000, 0 -> 2
c : -554.0000, 0 -> 2
d : 151.0000, 0 -> 3
a : 738.0000, 1 -> 3
b : 15.0000, 1 -> 0
c : -65.0000, 1 -> 2
d : 347.0000, 1 -> 1
a : -232.0000, 2 -> 4
b : -751.0000, 2 -> 0
c : -355.0000, 2 -> 4
d : 442.0000, 2 -> 3
a : -447.0000, 3 -> 3
b : 392.0000, 3 -> 1
c : -168.0000, 3 -> 4
d : -369.0000, 3 -> 1
a : 845.0000, 4 -> 3
b : -875.0000, 4 -> 3
c : -985.0000, 4 -> 4
d : -862.0000, 4 -> 2
c : -846.0000, 0 -> 1
d : 327.0000, 0 -> 4
c : 289.0000, 1 -> 3
c : -816.0000, 1 -> 0
b : -661.0000, 2 -> 3
d : -830.0000, 2 -> 2
d : -62.0000, 3 -> 3
d : 415.0000, 3 -> 0
d : 133.0000, 4 -> 4
c : 807.0000, 4 -> 2
