a : -928.0000, 0 -> 4
b : 786.0000, 0 -> 1
c : -269.0000, 0 -> 3
d : -933.0000, 0 -> 0
a : 95.0000, 1 -> 5
b : 406.0000, 1 -> 1
c : -684.0000, 1 -> 5
d : 243.0000, 1 -> 2
a : -836.0000, 2 -> 4
b : -191.0000, 2 -> 2
c : 369.0000, 2 -> 0
d : -932.0000, 2 -> 4
a : -242.0000, 3 -> 0
b : 762.0000, 3 -> 3
c : 570.0000, 3 -> 2
d : 567.0000, 3 -> 5
a : -195.0000, 4 -> 3
b : -77.0000, 4 -> 3
c : 495.0000, 4 -> 5
d : -226.0000, 4 -> 1
a : -362.0000, 5 -> 3
b : -454.0000, 5 -> 0
c : -665.0000, 5 -> 5
d : -22.0000, 5 -> 1
b : -557.0000, 0 -> 0
d : 306.0000, 0 -> 1
b : 922.0000, 1 -> 2
b : 455.0000, 1 -> 3
a : 227.0000, 2 -> 2
b : 57.0000, 2 -> 0
b : -156.0000, 3 -> 0
d : 59.0000, 3 -> 2
a : -885.0000, 4 -> 0
d : 528.0000, 4 -> 4
d : -511.0000, 5 -> 5
d : -993.0000, 5 -> 0
