a : 463.0000, 0 -> 1
b : 289.0000, 0 -> 3
a : 574.0000, 1 -> 2
b : -614.0000, 1 -> 7
a : 212.0000, 2 -> 1
b : -980.0000, 2 -> 5
a : 985.0000, 3 -> 7
b : -210.0000, 3 -> 1
a : 567.0000, 4 -> 1
b : -932.0000, 4 -> 6
a : -884.0000, 5 -> 7
b : 556.0000, 5 -> 3
a : -457.0000, 6 -> 1
b : 215.0000, 6 -> 3
a : 504.0000, 7 -> 2
b : -232.0000, 7 -> 6
b : 305.0000, 0 -> 6
a : -30.0000, 1 -> 3
a : 241.0000, 2 -> 7
b : 977.0000, 3 -> 4
a : 868.0000, 4 -> 5
b : 373.0000, 5 -> 2
a : -682.0000, 6 -> 0
b : 493.0000, 7 -> 1
