a : 785.0000, 0 -> 3
b : 341.0000, 0 -> 1
c : 958.0000, 0 -> 1
d : -504.0000, 0 -> 3
a : 210.0000, 1 -> 1
b : -405.0000, 1 -> 1
c : 631.0000, 1 -> 0
d : -297.0000, 1 -> 1
a : 814.0000, 2 -> 0
b : 19.0000, 2 -> 2
c : 742.0000, 2 -> 2
d : 361.0000, 2 -> 1
a : 987.0000, 3 -> 3
b : 125.0000, 3 -> 0
c : 142.0000, 3 -> 3
d : -777.0000, 3 -> 3
d : 711.0000, 0 -> 2
b : 740.0000, 0 -> 3
b : 839.0000, 1 -> 2
c : 373.0000, 1 -> 3
b : -39.0000, 2 -> 0
a : -159.0000, 2 -> 1
c : -461.0000, 3 -> 0
b : -336.0000, 3 -> 2
