a : 591.0000, 0 -> 1
b : 691.0000, 0 -> 0
c : -106.0000, 0 -> 5
a : -975.0000, 1 -> 6
b : 243.0000, 1 -> 6
c : 187.0000, 1 -> 5
a : 70.0000, 2 -> 6
b : 156.0000, 2 -> 4
c : 736.0000, 2 -> 1
a : 942.0000, 3 -> 6
b : -235.0000, 3 -> 0
c : -506.0000, 3 -> 1
a : -489.0000, 4 -> 1
b : -441.0000, 4 -> 4
c : -828.0000, 4 -> 0
a : 415.0000, 5 -> 6
b : 385.0000, 5 -> 6
c : 301.0000, 5 -> 0
a : 440.0000, 6 -> 3
b : -912.0000, 6 -> 5
c : 530.0000, 6 -> 3
a : 126.0000, 0 -> 0
a : -842.0000, 1 -> 1
b : -205.0000, 2 -> 6
b : 436.0000, 3 -> 1
c : -90.0000, 4 -> 4
b : 964.0000, 5 -> 5
a : -927.0000, 6 -> 1
a : -925.0000, 1 -> 2
