a : -372.0000, 0 -> 3
b : 689.0000, 0 -> 3
c : -597.0000, 0 -> 5
d : 431.0000, 0 -> 5
a : 607.0000, 1 -> 1
b : -401.0000, 1 -> 5
c : -894.0000, 1 -> 1
d : -689.0000, 1 -> 1
a : 524.0000, 2 -> 3
b : 993.0000, 2 -> 0
c : 460.0000, 2 -> 3
d : -738.0000, 2 -> 4
a : -168.0000, 3 -> 2
b : -955.0000, 3 -> 3
c : -978.0000, 3 -> 0
d : 813.0000, 3 -> 4
a : -939.0000, 4 -> 0
b : -625.0000, 4 -> 0
c : 907.0000, 4 -> 4
d : -289.0000, 4 -> 4
a : -329.0000, 5 -> 3
b : 233.0000, 5 -> 2
c : 253.0000, 5 -> 3
d : -476.0000, 5 -> 0
a : -107.0000, 0 -> 0
d : 311.0000, 0 -> 1
c : 139.0000, 1 -> 2
d : -510.0000, 1 -> 3
a : -913.0000, 2 -> 1
a : 992.0000, 2 -> 0
d : 216.0000, 3 -> 3
d : -92.0000, 3 -> 2
d : -180.0000, 4 -> 5
c : 462.0000, 4 -> 5
d : -574.0000, 5 -> 4
a : -904.0000, 5 -> 2
