a : 793.0000, 0 -> 2
b : -376.0000, 0 -> 7
c : 492.0000, 0 -> 5
a : 556.0000, 1 -> 1
b : -178.0000, 1 -> 3
c : 27.0000, 1 -> 6
a : 486.0000, 2 -> 3
b : -953.0000, 2 -> 7
c : 872.0000, 2 -> 1
a : 8.0000, 3 -> 4
b : -510.0000, 3 -> 0
c : 273.0000, 3 -> 3
a : -150.0000, 4 -> 3
b : -222.0000, 4 -> 2
c : 306.0000, 4 -> 6
a : -875.0000, 5 -> 3
b : -280.0000, 5 -> 1
c : -188.0000, 5 -> 7
a : -954.0000, 6 -> 6
b : 315.0000, 6 -> 7
c : -352.0000, 6 -> 6
a : -201.0000, 7 -> 7
b : -894.0000, 7 -> 7
c : -872.0000, 7 -> 5
a : 28.0000, 0 -> 0
a : 324.0000, 1 -> 3
a : 754.0000, 2 -> 1
a : -817.0000, 3 -> 3
c : 768.0000, 4 -> 4
c : -18.0000, 5 -> 1
a : -855.0000, 6 -> 4
b : 191.0000, 7 -> 6
