a : 690.0000, 0 -> 3
b : -616.0000, 0 -> 0
c : -623.0000, 0 -> 3
a : -108.0000, 1 -> 1
b : 840.0000, 1 -> 1
c : -960.0000, 1 -> 1
a : -617.0000, 2 -> 1
b : 942.0000, 2 -> 1
c : 415.0000, 2 -> 1
a : 206.0000, 3 -> 3
b : -195.0000, 3 -> 5
c : -892.0000, 3 -> 0
a : -241.0000, 4 -> 2
b : 792.0000, 4 -> 4
c : -377.0000, 4 -> 0
a : 189.0000, 5 -> 1
b : -671.0000, 5 -> 3
c : 246.0000, 5 -> 5
a : -215.0000, 0 -> 5
b : -312.0000, 1 -> 2
a : 293.0000, 2 -> 2
c : -665.0000, 3 -> 2
b : 109.0000, 4 -> 3
c : 823.0000, 5 -> 3
c : -997.0000, 0 -> 4
