a : 239.0000, 0 -> 0
b : 703.0000, 0 -> 0
c : -871.0000, 0 -> 1
d : 273.0000, 0 -> 2
a : -383.0000, 1 -> 2
b : 832.0000, 1 -> 4
c : 60.0000, 1 -> 3
d : 635.0000, 1 -> 1
a : 745.0000, 2 -> 1
b : -721.0000, 2 -> 4
c : 696.0000, 2 -> 1
d : 684.0000, 2 -> 0
a : 684.0000, 3 -> 4
b : -248.0000, 3 -> 3
c : 489.0000, 3 -> 3
d : -249.0000, 3 -> 3
a : -505.0000, 4 -> 2
b : 470.0000, 4 -> 1
c : -907.0000, 4 -> 0
d : -295.0000, 4 -> 2
d : -469.0000, 0 -> 1
b : 459.0000, 0 -> 3
b : 925.0000, 1 -> 2
a : -725.0000, 1 -> 0
a : 588.0000, 2 -> 0
d : -500.0000, 2 -> 4
a : -625.0000, 3 -> 2
b : -364.0000, 3 -> 4
b : -163.0000, 4 -> 3
a : 225.0000, 4 -> 4
