a : -841.0000, 0 -> 3
b : -365.0000, 0 -> 1
c : 28.0000, 0 -> 2
d : 811.0000, 0 -> 3
a : -800.0000, 1 -> 2
b : -434.0000, 1 -> 4
c : -266.0000, 1 -> 3
d : -161.0000, 1 -> 4
a : 308.0000, 2 -> 1
b : 845.0000, 2 -> 2
c : -690.0000, 2 -> 1
d : 324.0000, 2 -> 0
a : -913.0000, 3 -> 3
b : -703.0000, 3 -> 1
c : -462.0000, 3 -> 2
d : -166.0000, 3 -> 0
a : -90.0000, 4 -> 3
b : -390.0000, 4 -> 0
c : -135.0000, 4 -> 3
d : -973.0000, 4 -> 1
d : -700.0000, 0 -> 1
b : 366.0000, 0 -> 0
a : -680.0000, 1 -> 4
b : 429.0000, 1 -> 0
b : -598.0000, 2 -> 4
d : -587.0000, 2 -> 3
d : -375.0000, 3 -> 4
b : 128.0000, 3 -> 4
c : 570.0000, 4 -> 4
a : -760.0000, 4 -> 0
