a : 408.0000, 0 -> 0
b : 529.0000, 0 -> 0
c : -539.0000, 0 -> 3
d : 162.0000, 0 -> 0
a : 164.0000, 1 -> 1
b : -717.0000, 1 -> 1
c : 649.0000, 1 -> 3
d : -534.0000, 1 -> 1
a : 185.0000, 2 -> 2
b : 769.0000, 2 -> 3
c : -192.0000, 2 -> 2
d : -336.0000, 2 -> 0
a : -311.0000, 3 -> 2
b : -152.0000, 3 -> 1
c : -115.0000, 3 -> 0
d : 604.0000, 3 -> 1
d : -450.0000, 0 -> 3
d : 756.0000, 0 -> 1
a : -56.0000, 1 -> 2
b : -106.0000, 1 -> 2
c : 496.0000, 2 -> 3
b : 484.0000, 2 -> 2
c : -955.0000, 3 -> 2
a : -900.0000, 3 -> 1
