a : -1000.0000, 0 -> 2
b : 565.0000, 0 -> 1
c : -484.0000, 0 -> 2
d : -853.0000, 0 -> 0
a : 704.0000, 1 -> 1
b : -901.0000, 1 -> 1
c : 636.0000, 1 -> 0
d : -78.0000, 1 -> 3
a : 255.0000, 2 -> 3
b : -595.0000, 2 -> 0
c : 824.0000, 2 -> 2
d : 988.0000, 2 -> 0
a : 2.0000, 3 -> 2
b : -292.0000, 3 -> 2
c : 94.0000, 3 -> 2
d : 184.0000, 3 -> 2
d : 563.0000, 0 -> 3
b : -226.0000, 0 -> 3
d : -585.0000, 1 -> 0
b : 583.0000, 1 -> 2
b : 363.0000, 2 -> 2
a : -943.0000, 2 -> 0
a : -270.0000, 3 -> 0
b : -418.0000, 3 -> 0
