a : 164.0000, 0 -> 1
b : 310.0000, 0 -> 4
c : -970.0000, 0 -> 6
d : -871.0000, 0 -> 6
a : 927.0000, 1 -> 6
b : 527.0000, 1 -> 5
c : -103.0000, 1 -> 4
d : 943.0000, 1 -> 6
a : 938.0000, 2 -> 6
b : 300.0000, 2 -> 5
c : -6.0000, 2 -> 6
d : -312.0000, 2 -> 4
a : -171.0000, 3 -> 3
b : 287.0000, 3 -> 2
c : 348.0000, 3 -> 1
d : 947.0000, 3 -> 1
a : 819.0000, 4 -> 1
b : 81.0000, 4 -> 5
c : -667.0000, 4 -> 1
d : -817.0000, 4 -> 3
a : 216.0000, 5 -> 6
b : 633.0000, 5 -> 6
c : 196.0000, 5 -> 4
d : -27.0000, 5 -> 4
a : -324.0000, 6 -> 4
b : 347.0000, 6 -> 0
c : 152.0000, 6 -> 4
d : -300.0000, 6 -> 5
d : 438.0000, 0 -> 4
c : -667.0000, 0 -> 5
b : -860.0000, 1 -> 4
d : 819.0000, 1 -> 4
b : 517.0000, 2 -> 1
d : 524.0000, 2 -> 1
d : 41.0000, 3 -> 3
d : 694.0000, 3 -> 5
a : 519.0000, 4 -> 4
a : -739.0000, 4 -> 5
d : -161.0000, 5 -> 6
c : -342.0000, 5 -> 2
a : -626.0000, 6 -> 1
b : 510.0000, 6 -> 4
