a : -933.0000, 0 -> 3
b : -231.0000, 0 -> 0
c : -789.0000, 0 -> 3
d : -772.0000, 0 -> 1
a : -409.0000, 1 -> 3
b : -551.0000, 1 -> 3
c : 322.0000, 1 -> 1
d : -177.0000, 1 -> 2
a : 757.0000, 2 -> 0
b : -177.0000, 2 -> 1
c : 597.0000, 2 -> 3
d : 473.0000, 2 -> 2
a : -249.0000, 3 -> 2
b : 905.0000, 3 -> 3
c : -509.0000, 3 -> 1
d : 256.0000, 3 -> 2
a : 744.0000, 0 -> 2
d : -237.0000, 0 -> 3
d : 100.0000, 1 -> 1
b : -986.0000, 1 -> 0
c : -230.0000, 2 -> 1
a : 55.0000, 2 -> 3
a : -14.0000, 3 -> 1
a : 819.0000, 3 -> 0
