a : 956.0000, 0 -> 2
b : -262.0000, 0 -> 4
c : -679.0000, 0 -> 6
d : 318.0000, 0 -> 1
a : -167.0000, 1 -> 4
b : -443.0000, 1 -> 6
c : 932.0000, 1 -> 3
d : 669.0000, 1 -> 3
a : -580.0000, 2 -> 6
b : 741.0000, 2 -> 2
c : -6.0000, 2 -> 6
d : -646.0000, 2 -> 2
a : 700.0000, 3 -> 3
b : -746.0000, 3 -> 1
c : 413.0000, 3 -> 1
d : 242.0000, 3 -> 3
a : -550.0000, 4 -> 1
b : 357.0000, 4 -> 4
c : 828.0000, 4 -> 4
d : -88.0000, 4 -> 2
a : -429.0000, 5 -> 1
b : -190.0000, 5 -> 4
c : -998.0000, 5 -> 6
d : -901.0000, 5 -> 6
a : 252.0000, 6 -> 2
b : 752.0000, 6 -> 6
c : -232.0000, 6 -> 1
d : 332.0000, 6 -> 2
d : 351.0000, 0 -> 5
a : -328.0000, 0 -> 3
a : 35.0000, 1 -> 6
c : -129.0000, 1 -> 5
d : -935.0000, 2 -> 5
c : -207.0000, 2 -> 3
d : 683.0000, 3 -> 0
c : 65.0000, 3 -> 5
c : -836.0000, 4 -> 3
c : 504.0000, 4 -> 5
a : -493.0000, 5 -> 4
c : 579.0000, 5 -> 5
d : 978.0000, 6 -> 6
c : -695.0000, 6 -> 0
