a : 555.0000, 0 -> 4
b : 661.0000, 0 -> 1
c : 543.0000, 0 -> 2
d : -177.0000, 0 -> 2
a : 387.0000, 1 -> 3
b : 650.0000, 1 -> 1
c : 727.0000, 1 -> 3
d : -129.0000, 1 -> 3
a : -932.0000, 2 -> 2
b : 13.0000, 2 -> 1
c : -928.0000, 2 -> 3
d : -469.0000, 2 -> 1
a : -139.0000, 3 -> 0
b : 828.0000, 3 -> 1
c : 889.0000, 3 -> 2
d : -371.0000, 3 -> 3
a : -101.0000, 4 -> 4
b : 110.0000, 4 -> 1
c : 672.0000, 4 -> 2
d : 919.0000, 4 -> 3
d : -59.0000, 0 -> 0
b : 144.0000, 0 -> 3
c : 547.0000, 1 -> 1
c : 706.0000, 1 -> 4
a : -213.0000, 2 -> 0
d : -966.0000, 2 -> 0
d : -40.0000, 3 -> 4
a : -768.0000, 3 -> 1
d : 401.0000, 4 -> 1
c : -326.0000, 4 -> 4
