a : 341.0000, 0 -> 1
b : -738.0000, 0 -> 4
c : -282.0000, 0 -> 1
d : 380.0000, 0 -> 4
a : 193.0000, 1 -> 3
b : -126.0000, 1 -> 0
c : 360.0000, 1 -> 0
d : 873.0000, 1 -> 1
a : 527.0000, 2 -> 3
b : -527.0000, 2 -> 1
c : -567.0000, 2 -> 0
d : -899.0000, 2 -> 1
a : 54.0000, 3 -> 4
b : -837.0000, 3 -> 2
c : -581.0000, 3 -> 1
d : -151.0000, 3 -> 2
a : -814.0000, 4 -> 0
b : 942.0000, 4 -> 3
c : 363.0000, 4 -> 3
d : 901.0000, 4 -> 4
c : 416.0000, 0 -> 3
b : 854.0000, 0 -> 1
c : 885.0000, 1 -> 4
c : -863.0000, 1 -> 3
b : 359.0000, 2 -> 0
a : 44.0000, 2 -> 0
d : 863.0000, 3 -> 3
c : -343.0000, 3 -> 0
c : 208.0000, 4 -> 0
d : -855.0000, 4 -> 3
