a : 42.0000, 0 -> 3
b : -756.0000, 0 -> 2
c : -116.0000, 0 -> 1
d : 857.0000, 0 -> 3
a : 725.0000, 1 -> 2
b : -211.0000, 1 -> 3
c : -777.0000, 1 -> 0
d : -12.0000, 1 -> 1
a : -722.0000, 2 -> 2
b : -476.0000, 2 -> 4
c : 235.0000, 2 -> 4
d : -229.0000, 2 -> 1
a : -407.0000, 3 -> 2
b : -661.0000, 3 -> 0
c : -406.0000, 3 -> 3
d : -538.0000, 3 -> 0
a : -676.0000, 4 -> 1
b : 873.0000, 4 -> 2
c : -559.0000, 4 -> 4
d : -997.0000, 4 -> 3
b : 696.0000, 0 -> 1
c : -496.0000, 0 -> 4
d : 805.0000, 1 -> 4
a : 815.0000, 1 -> 0
a : -227.0000, 2 -> 4
a : -430.0000, 2 -> 3
a : -670.0000, 3 -> 0
a : -282.0000, 3 -> 4
c : -539.0000, 4 -> 2
b : 800.0000, 4 -> 0
