a : -978.0000, 0 -> 1
b : -509.0000, 0 -> 2
c : 209.0000, 0 -> 4
d : -940.0000, 0 -> 2
a : -811.0000, 1 -> 5
b : -472.0000, 1 -> 2
c : -738.0000, 1 -> 4
d : 78.0000, 1 -> 3
a : -166.0000, 2 -> 5
b : -481.0000, 2 -> 0
c : -429.0000, 2 -> 4
d : -571.0000, 2 -> 5
a : -884.0000, 3 -> 7
b : 539.0000, 3 -> 3
c : 218.0000, 3 -> 5
d : 648.0000, 3 -> 3
a : 730.0000, 4 -> 2
b : -138.0000, 4 -> 5
c : -545.0000, 4 -> 0
d : -332.0000, 4 -> 1
a : -790.0000, 5 -> 4
b : -459.0000, 5 -> 6
c : 906.0000, 5 -> 3
d : 641.0000, 5 -> 1
a : -181.0000, 6 -> 1
b : 135.0000, 6 -> 5
c : 487.0000, 6 -> 4
d : 610.0000, 6 -> 5
a : 785.0000, 7 -> 3
b : 967.0000, 7 -> 6
c : 667.0000, 7 -> 6
d : -509.0000, 7 -> 6
c : -588.0000, 0 -> 2
a : 54.0000, 0 -> 4
d : -107.0000, 1 -> 6
c : 748.0000, 1 -> 3
c : -72.0000, 2 -> 3
c : -575.0000, 2 -> 7
b : -133.0000, 3 -> 5
c : -322.0000, 3 -> 3
a : -231.0000, 4 -> 4
d : -312.0000, 4 -> 4
d : -298.0000, 5 -> 0
b : 881.0000, 5 -> 3
c : 879.0000, 6 -> 2
d : -29.0000, 6 -> 3
c : 87.0000, 7 -> 4
b : 320.0000, 7 -> 0
