a : -948.0000, 0 -> 5
b : 497.0000, 0 -> 4
a : 145.0000, 1 -> 0
b : 907.0000, 1 -> 4
a : -549.0000, 2 -> 7
b : 790.0000, 2 -> 6
a : 131.0000, 3 -> 0
b : 895.0000, 3 -> 3
a : -732.0000, 4 -> 5
b : -976.0000, 4 -> 1
a : -174.0000, 5 -> 2
b : 65.0000, 5 -> 2
a : 790.0000, 6 -> 0
b : 884.0000, 6 -> 7
a : 19.0000, 7 -> 5
b : 60.0000, 7 -> 0
b : 408.0000, 0 -> 1
b : 605.0000, 1 -> 7
b : -132.0000, 2 -> 7
b : 103.0000, 3 -> 1
a : -61.0000, 4 -> 1
a : 130.0000, 5 -> 5
b : 293.0000, 6 -> 3
a : -861.0000, 7 -> 2
