a : -636.0000, 0 -> 2
b : 805.0000, 0 -> 5
c : -526.0000, 0 -> 6
a : 675.0000, 1 -> 3
b : 241.0000, 1 -> 1
c : 301.0000, 1 -> 1
a : 288.0000, 2 -> 6
b : 128.0000, 2 -> 3
c : -955.0000, 2 -> 5
a : 923.0000, 3 -> 4
b : -960.0000, 3 -> 2
c : -850.0000, 3 -> 0
a : -433.0000, 4 -> 2
b : -26.0000, 4 -> 2
c : -903.0000, 4 -> 6
a : -931.0000, 5 -> 1
b : -448.0000, 5 -> 6
c : -20.0000, 5 -> 2
a : 641.0000, 6 -> 0
b : 881.0000, 6 -> 3
c : 126.0000, 6 -> 2
b : -445.0000, 0 -> 2
a : 353.0000, 1 -> 2
c : -359.0000, 2 -> 6
a : -733.0000, 3 -> 0
c : -492.0000, 4 -> 1
a : -999.0000, 5 -> 6
a : 627.0000, 6 -> 2
