a : -104.0000, 0 -> 0
b : -622.0000, 0 -> 5
c : -850.0000, 0 -> 4
d : -510.0000, 0 -> 3
a : -687.0000, 1 -> 5
b : -869.0000, 1 -> 4
c : -374.0000, 1 -> 6
d : -337.0000, 1 -> 0
a : 307.0000, 2 -> 5
b : 352.0000, 2 -> 0
c : -838.0000, 2 -> 5
d : 16.0000, 2 -> 2
a : 770.0000, 3 -> 3
b : 89.0000, 3 -> 3
c : -764.0000, 3 -> 0
d : 573.0000, 3 -> 0
a : 47.0000, 4 -> 2
b : 387.0000, 4 -> 1
c : 104.0000, 4 -> 7
d : 206.0000, 4 -> 6
a : -90.0000, 5 -> 3
b : 531.0000, 5 -> 5
c : -509.0000, 5 -> 4
d : -521.0000, 5 -> 7
a : 16.0000, 6 -> 5
b : 641.0000, 6 -> 4
c : 712.0000, 6 -> 0
d : 901.0000, 6 -> 6
a : -762.0000, 7 -> 2
b : -548.0000, 7 -> 3
c : -762.0000, 7 -> 7
d : 446.0000, 7 -> 0
d : 312.0000, 0 -> 0
a : -998.0000, 0 -> 3
c : 541.0000, 1 -> 5
a : -437.0000, 1 -> 7
a : 760.0000, 2 -> 7
a : 32.0000, 2 -> 6
d : -337.0000, 3 -> 7
a : -800.0000, 3 -> 0
b : -440.0000, 4 -> 4
b : -77.0000, 4 -> 0
c : 342.0000, 5 -> 5
a : -375.0000, 5 -> 1
b : -393.0000, 6 -> 0
c : 261.0000, 6 -> 5
d : 498.0000, 7 -> 4
a : -162.0000, 7 -> 6
