a : 241.0000, 0 -> 7
b : -472.0000, 0 -> 7
a : 721.0000, 1 -> 5
b : 621.0000, 1 -> 0
a : 24.0000, 2 -> 6
b : -252.0000, 2 -> 5
a : -989.0000, 3 -> 5
b : 978.0000, 3 -> 3
a : 555.0000, 4 -> 3
b : -438.0000, 4 -> 7
a : 823.0000, 5 -> 4
b : -326.0000, 5 -> 0
a : -170.0000, 6 -> 0
b : 528.0000, 6 -> 1
a : -575.0000, 7 -> 6
b : 277.0000, 7 -> 1
b : 126.0000, 0 -> 0
a : 104.0000, 1 -> 0
b : -515.0000, 2 -> 0
b : 134.0000, 3 -> 4
a : -859.0000, 4 -> 7
a : 328.0000, 5 -> 2
a : -918.0000, 6 -> 4
a : 608.0000, 7 -> 0
