a : -791.0000, 0 -> 3
b : -303.0000, 0 -> 1
c : 949.0000, 0 -> 3
d : -474.0000, 0 -> 4
a : 914.0000, 1 -> 4
b : 647.0000, 1 -> 4
c : -662.0000, 1 -> 2
d : 886.0000, 1 -> 1
a : 801.0000, 2 -> 0
b : -794.0000, 2 -> 1
c : -148.0000, 2 -> 1
d : 617.0000, 2 -> 2
a : -798.0000, 3 -> 1
b : -521.0000, 3 -> 2
c : -23.0000, 3 -> 3
d : -877.0000, 3 -> 3
a : -311.0000, 4 -> 3
b : 11.0000, 4 -> 1
c : -245.0000, 4 -> 2
d : -111.0000, 4 -> 0
c : -176.0000, 0 -> 1
d : -493.0000, 0 -> 0
b : 487.0000, 1 -> 1
c : -530.0000, 1 -> 4
b : -245.0000, 2 -> 3
b : -704.0000, 2 -> 4
a : 957.0000, 3 -> 4
c : 163.0000, 3 -> 2
a : 644.0000, 4 -> 1
b : 920.0000, 4 -> 2
