a : 101.0000, 0 -> 3
b : 627.0000, 0 -> 0
c : -512.0000, 0 -> 3
d : -420.0000, 0 -> 3
a : 838.0000, 1 -> 0
b : 259.0000, 1 -> 2
c : -915.0000, 1 -> 2
d : 847.0000, 1 -> 1
a : -994.0000, 2 -> 1
b : -228.0000, 2 -> 0
c : -557.0000, 2 -> 0
d : 974.0000, 2 -> 3
a : -626.0000, 3 -> 0
b : 69.0000, 3 -> 1
c : 941.0000, 3 -> 2
d : -504.0000, 3 -> 2
c : -697.0000, 0 -> 2
b : -490.0000, 0 -> 3
c : -581.0000, 1 -> 3
d : 355.0000, 1 -> 3
b : 247.0000, 2 -> 2
c : 466.0000, 2 -> 3
b : 735.0000, 3 -> 3
c : -434.0000, 3 -> 3
