a : -40.0000, 0 -> 3
b : -49.0000, 0 -> 3
a : -610.0000, 1 -> 5
b : 127.0000, 1 -> 3
a : -142.0000, 2 -> 4
b : -590.0000, 2 -> 4
a : -280.0000, 3 -> 2
b : 248.0000, 3 -> 5
a : -784.0000, 4 -> 7
b : -401.0000, 4 -> 7
a : -767.0000, 5 -> 6
b : -589.0000, 5 -> 0
a : 623.0000, 6 -> 6
b : 555.0000, 6 -> 1
a : -765.0000, 7 -> 4
b : 314.0000, 7 -> 4
a : -907.0000, 0 -> 4
a : -541.0000, 1 -> 3
b : 591.0000, 2 -> 0
b : 443.0000, 3 -> 1
a : -188.0000, 4 -> 3
a : -897.0000, 5 -> 0
a : 92.0000, 6 -> 2
b : -844.0000, 7 -> 1
