a : 358.0000, 0 -> 3
b : 247.0000, 0 -> 0
c : -763.0000, 0 -> 3
d : 771.0000, 0 -> 0
a : 195.0000, 1 -> 3
b : -862.0000, 1 -> 3
c : 194.0000, 1 -> 3
d : 48.0000, 1 -> 0
a : -285.0000, 2 -> 0
b : 995.0000, 2 -> 3
c : 722.0000, 2 -> 3
d : 319.0000, 2 -> 2
a : -640.0000, 3 -> 1
b : -975.0000, 3 -> 1
c : 379.0000, 3 -> 3
d : 273.0000, 3 -> 0
c : -476.0000, 0 -> 1
b : 320.0000, 0 -> 3
b : -636.0000, 1 -> 1
a : 737.0000, 1 -> 1
d : -45.0000, 2 -> 1
a : -260.0000, 2 -> 3
d : 786.0000, 3 -> 3
c : 686.0000, 3 -> 1
c : -568.0000, 0 -> 2
