a : 783.0000, 0 -> 5
b : 393.0000, 0 -> 2
c : -396.0000, 0 -> 7
a : -96.0000, 1 -> 0
b : 324.0000, 1 -> 5
c : 867.0000, 1 -> 6
a : 444.0000, 2 -> 5
b : 154.0000, 2 -> 2
c : 440.0000, 2 -> 2
a : -438.0000, 3 -> 3
b : 985.0000, 3 -> 4
c : 216.0000, 3 -> 4
a : 762.0000, 4 -> 4
b : -831.0000, 4 -> 2
c : -795.0000, 4 -> 2
a : -529.0000, 5 -> 4
b : -44.0000, 5 -> 7
c : 235.0000, 5 -> 3
a : -122.0000, 6 -> 1
b : 67.0000, 6 -> 0
c : 66.0000, 6 -> 3
a : 342.0000, 7 -> 5
b : 416.0000, 7 -> 6
c : 817.0000, 7 -> 5
b : -951.0000, 0 -> 7
b : -540.0000, 1 -> 2
b : -611.0000, 2 -> 1
b : -571.0000, 3 -> 7
c : -842.0000, 4 -> 4
b : -136.0000, 5 -> 6
c : 521.0000, 6 -> 1
a : -715.0000, 7 -> 3
