a : -290.0000, 0 -> 6
b : 774.0000, 0 -> 0
a : 462.0000, 1 -> 6
b : 140.0000, 1 -> 2
a : -500.0000, 2 -> 4
b : -431.0000, 2 -> 3
a : 406.0000, 3 -> 6
b : 51.0000, 3 -> 2
a : -985.0000, 4 -> 2
b : 5.0000, 4 -> 1
a : 397.0000, 5 -> 4
b : 876.0000, 5 -> 4
a : -725.0000, 6 -> 4
b : -882.0000, 6 -> 7
a : -463.0000, 7 -> 2
b : 258.0000, 7 -> 5
b : -974.0000, 0 -> 7
b : -553.0000, 1 -> 1
b : -728.0000, 2 -> 6
b : 693.0000, 3 -> 7
a : -500.0000, 4 -> 3
a : 817.0000, 5 -> 3
a : 672.0000, 6 -> 6
a : -818.0000, 7 -> 3
