a : -300.0000, 0 -> 2
b : -338.0000, 0 -> 2
c : -728.0000, 0 -> 5
a : 167.0000, 1 -> 2
b : -316.0000, 1 -> 1
c : -783.0000, 1 -> 3
a : 548.0000, 2 -> 3
b : -684.0000, 2 -> 0
c : 66.0000, 2 -> 1
a : -126.0000, 3 -> 1
b : -503.0000, 3 -> 0
c : 505.0000, 3 -> 1
a : -224.0000, 4 -> 4
b : -213.0000, 4 -> 1
c : 676.0000, 4 -> 5
a : 368.0000, 5 -> 6
b : -199.0000, 5 -> 2
c : -558.0000, 5 -> 4
a : -151.0000, 6 -> 0
b : 372.0000, 6 -> 4
c : -339.0000, 6 -> 3
b : -418.0000, 0 -> 4
b : 774.0000, 1 -> 4
b : -864.0000, 2 -> 5
c : -643.0000, 3 -> 0
b : -182.0000, 4 -> 5
a : -418.0000, 5 -> 0
a : 601.0000, 6 -> 3
