a : -716.0000, 0 -> 1
b : 94.0000, 0 -> 3
c : -885.0000, 0 -> 3
d : -617.0000, 0 -> 3
a : 680.0000, 1 -> 0
b : -772.0000, 1 -> 2
c : -140.0000, 1 -> 1
d : 139.0000, 1 -> 1
a : 868.0000, 2 -> 0
b : 531.0000, 2 -> 1
c : -575.0000, 2 -> 1
d : 285.0000, 2 -> 0
a : 141.0000, 3 -> 1
b : 108.0000, 3 -> 2
c : 225.0000, 3 -> 2
d : 716.0000, 3 -> 1
b : 890.0000, 0 -> 2
a : 298.0000, 0 -> 2
c : 408.0000, 1 -> 3
d : -577.0000, 1 -> 3
d : -412.0000, 2 -> 2
a : 854.0000, 2 -> 3
a : 4.0000, 3 -> 2
c : -849.0000, 3 -> 0
